content,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
Thanks for all the beautiful wishes today!! I spent my 33rd birthday in the studio of course 😏 Wouldn’t have it any other way. Love you! https://t.co/axPfJT0d9A,2022-12-13 23:07:26,602625,1,0,24562,0,22331,96825,0,https://twitter.com/taylorswift13/status/1602802403492995072,1602802403492995072,1602802403492995072
@BBCR1 @DermotKennedy @BBCSounds WOW - Absolutely love this 🥰👏,2022-11-15 17:17:51,32877,0,0,1708,0,2521,3115,0,https://twitter.com/taylorswift13/status/1592567568191356930,1592567568191356930,1592503899759394818
Anti hero but make it acoustic 🥲  Now at https://t.co/WdrCmvMfo8 https://t.co/UgRTbfj0LN,2022-11-11 00:31:01,228241,1,1,8938,0,7083,23829,0,https://twitter.com/taylorswift13/status/1590864637356310528,1590864637356310528,1590864637356310528
Take your self loathing to the dancefloor! 2 more Anti Hero remixes available on my site until 10pm ET tonight 🙃  https://t.co/WdrCmvMfo8 https://t.co/tAYh48ILOB,2022-11-10 19:01:05,161916,1,1,11507,0,5755,17477,0,https://twitter.com/taylorswift13/status/1590781606918524929,1590781606918524929,1590781606918524929
The anti hero (Roosevelt remix) makes me feel hyped enough for an imaginary funeral brawl. It’s available on my site now!  https://t.co/WdrCmvu6a0 https://t.co/YsUfEl2vfe,2022-11-09 22:21:38,111888,1,1,1619,0,2434,13768,0,https://twitter.com/taylorswift13/status/1590469691864018945,1590469691864018945,1590469691864018945
Jack’s version of ‘sexy baby’ is ‘art bro’ and we sincerely hope it confuses just as many people. Download Anti Hero featuring @bleachersmusic now at https://t.co/WdrCmvMfo8 https://t.co/52TIyZP0hf,2022-11-07 21:04:55,213887,1,1,7427,0,5178,27945,0,https://twitter.com/taylorswift13/status/1589725607075934208,1589725607075934208,1589725607075934208
UM. Looks like I’ll get to see more of your beautiful faces than previously expected… we’re adding 8 shows to the tour 😆  https://t.co/KFuqvr0hhO https://t.co/4LTYSnwKJO,2022-11-04 13:00:22,317294,1,1,14803,0,12135,30198,0,https://twitter.com/taylorswift13/status/1588516506349891584,1588516506349891584,1588516506349891584
"Feeling like the luckiest person alive to get to take these brilliant artists out on tour w/ me: @paramore, @beabad00bee, @phoebe_bridgers, @_girlinred_, @whereisMUNA, @HAIMtheband, @gracieabrams, @whoisgayle &amp; @OwennMusic. I can’t WAIT to see you. It’s been a long time coming 🥰",2022-11-01 12:24:21,189786,0,0,11246,0,2096,19687,0,https://twitter.com/taylorswift13/status/1587420275959910402,1587420275959910402,1587420273325838336
"I’m enchanted to announce my next tour: Taylor Swift | The Eras Tour, a journey through the musical eras of my career (past &amp; present!) The first leg of the tour will be in stadiums across the US, with international dates to be announced as soon as we can! https://t.co/KFuqvrhSGo https://t.co/eVyTcuW8sK",2022-11-01 12:24:20,722741,1,1,106955,0,25778,149044,0,https://twitter.com/taylorswift13/status/1587420273325838336,1587420273325838336,1587420273325838336
10 out of 10 of the Hot 100??? On my 10th album??? I AM IN SHAMBLES. https://t.co/q1n5Zc6pYA,2022-10-31 17:54:24,807209,0,1,22311,1,25126,148313,0,https://twitter.com/taylorswift13/status/1587140950186512386,1587140950186512386,1587140950186512386
Can I ask you a question… did you ever wonder who was responsible for those immaculate crowd vocals?  Question…? and Bejeweled instrumental versions available now at https://t.co/WdrCmvLHyA  @jackantonoff @rachelantonoff @dylanobrien @austinswift7 https://t.co/AB0CWjjHtr,2022-10-27 18:05:57,211881,1,1,5044,0,4741,27733,0,https://twitter.com/taylorswift13/status/1585694302134468667,1585694302134468667,1585694302134468667
Love you guys so much. Stay sparkly out there. 😘  https://t.co/mHTC0J1j2E,2022-10-25 04:09:54,153035,0,1,3545,0,3077,27417,0,https://twitter.com/taylorswift13/status/1584759130585436160,1584759130585436160,1584759122473668608
"Bejeweled video is out NOW! Directed by this tired tacky wench. Got to make this with my best friends @HAIMtheband, greatest of greats @LauraDern, icon of burlesque and glamour @DitaVonTeese, genius and actual dame @patmcgrathreal and my partner in Midnights mayhem @jackantonoff. https://t.co/RO8jA3csYW",2022-10-25 04:09:52,271590,1,0,5011,0,5279,57069,0,https://twitter.com/taylorswift13/status/1584759122473668608,1584759122473668608,1584759122473668608
A photo of the exact moment we found out about this review 🥲 https://t.co/xWiwVVPU98 https://t.co/4svE0hewvY,2022-10-22 16:40:52,305169,1,1,3996,1,7809,39054,0,https://twitter.com/taylorswift13/status/1583860953342709760,1583860953342709760,1583860953342709760
"How did I get this lucky, having you guys out here doing something this mind blowing?!  Like what even just happened??!?! https://t.co/7kDKDrBwiD",2022-10-21 22:16:58,687531,0,1,12783,1,21228,100460,0,https://twitter.com/taylorswift13/status/1583583146129227776,1583583146129227776,1583583146129227776
@JanetJackson I feel like I’m dreaming. I have so much love and gratitude for you and all you’ve done to inspire female artists everywhere 🥹🙏💗,2022-10-21 22:00:57,64097,0,0,836,0,849,7587,0,https://twitter.com/taylorswift13/status/1583579116766302209,1583579116766302209,1583566316631625730
"with some help from the excellent @birbigs, @bejohnce, and @meellisday who fabulously portray… get ready for it… my grown sons and daughter in law? Anyway. Forever grateful to my incredible DP @The_RinaYang and our amazing crew. 🌌🤩",2022-10-21 12:07:23,84937,0,0,170,0,577,7357,0,https://twitter.com/taylorswift13/status/1583429740773314560,1583429740773314560,1583429735480451072
"The Anti-Hero video is HERE, which I wrote and directed. Watch my nightmare scenarios and intrusive thoughts play out in real time  https://t.co/3ieastDifu https://t.co/h5mpzVLKDY",2022-10-21 12:07:22,371599,1,1,7913,0,5483,74478,0,https://twitter.com/taylorswift13/status/1583429735480451072,1583429735480451072,1583429735480451072
"I’m calling them 3am tracks. Lately I’ve been loving the feeling of sharing more of our creative process with you, like we do with From The Vault tracks. So it’s 3am and I’m giving them to you now. 🌌  https://t.co/jjqUNkGSme",2022-10-21 07:02:41,159122,0,1,6341,0,2168,21635,0,https://twitter.com/taylorswift13/status/1583353062197895168,1583353062197895168,1583353058305900544
"Surprise! I think of Midnights as a complete concept album, with those 13 songs forming a full picture of the intensities of that mystifying, mad hour. However! There were other songs we wrote on our journey to find that magic 13.  https://t.co/jjqUNkpPke https://t.co/LKI3GmpPRF",2022-10-21 07:02:41,417400,1,1,26383,0,9275,89292,0,https://twitter.com/taylorswift13/status/1583353058305900544,1583353058305900544,1583353058305900544
"Midnights is a collage of intensity, highs and lows and ebbs and flows. Life can be dark, starry, cloudy, terrifying, electrifying, hot, cold, romantic or lonely. Just like Midnights. Which is out now",2022-10-21 04:02:12,283790,0,0,4777,0,2292,57610,0,https://twitter.com/taylorswift13/status/1583307638716055552,1583307638716055552,1583307631224987649
"this is our first album we’ve done with just the two of us as main collaborators. We were so lucky to also work with @sam_dew, @sounwave, Lana Del Rey, @Jahaansweet, @thekeanubeats, William Bowery, and @ZoeKravitz. @Sharp_Stick was our excellent engineer.",2022-10-21 04:02:11,188655,0,0,969,0,593,19793,0,https://twitter.com/taylorswift13/status/1583307636576919553,1583307636576919553,1583307631224987649
Midnights is a wild ride of an album and I couldn’t be happier that my co pilot on this adventure was @jackantonoff. He’s my friend for life (presumptuous I know but I stand by it) and we’ve been making music together for nearly a decade HOWEVER…  https://t.co/jjqUNkGSme https://t.co/v7LboJJ9Ik,2022-10-21 04:02:10,455472,1,1,7704,0,9296,110161,0,https://twitter.com/taylorswift13/status/1583307631224987649,1583307631224987649,1583307631224987649
"Here’s the teaser trailer for the videos I’ve made for Midnights 🌌 Thank you @amazonmusic for premiering this, the first video for Anti-Hero will be out tomorrow at 8am ET. And Midnights will be here SO SOON!!! https://t.co/jjqUNkpPke https://t.co/xzmqXa5Cqy",2022-10-21 02:37:22,397741,1,1,30300,0,14713,112844,0,https://twitter.com/taylorswift13/status/1583286291516772352,1583286291516772352,1583286291516772352
Midnights teaser trailer tonight during the 3rd quarter of Thursday Night Football on @primevideo so … meet me there? https://t.co/hr8ii9Oinj,2022-10-20 13:13:24,256151,1,0,11301,0,7909,41767,0,https://twitter.com/taylorswift13/status/1583083964931055616,1583083964931055616,1583083964931055616
Our last midnight before Midnights… 🥹🌌  https://t.co/jjqUNkpPke https://t.co/d3geVkYUVp,2022-10-20 04:01:04,555680,1,1,18123,0,13456,114646,0,https://twitter.com/taylorswift13/status/1582944965470359552,1582944965470359552,1582944965470359552
"Midnights, the stories of 13 sleepless nights scattered throughout my life, will be out October 21. Meet me at midnight.  Pre-order now: https://t.co/jjqUNkphuG https://t.co/Fh96zK8vro",2022-08-29 04:01:08,1124468,1,1,157505,0,38223,354664,0,https://twitter.com/taylorswift13/status/1564100815069106176,1564100815069106176,1564100815069106176
"I’m absolutely terrified that this is where we are - that after so many decades of people fighting for women’s rights to their own bodies, today’s decision has stripped us of that. https://t.co/mwK561oxxl",2022-06-24 17:14:02,827225,0,1,6798,1,12691,139997,0,https://twitter.com/taylorswift13/status/1540382753677627393,1540382753677627393,1540382753677627393
I wrote this one alone in the middle of the night and then @AaronDessner and I meticulously worked on a sound that we felt would be authentic to the moment when this story takes place. I made a wish that one day you would hear it. ‘Carolina’ is out now 🥺  https://t.co/2xqE0fEr10,2022-06-24 04:03:09,137124,0,1,2257,0,2310,17893,0,https://twitter.com/taylorswift13/status/1540183725027229703,1540183725027229703,1540183720845533185
"About a year &amp; half ago I wrote a song about the story of a girl who always lived on the outside, looking in. Figuratively &amp; literally. The juxtaposition of her loneliness &amp; independence. Her curiosity &amp; fear all tangled up. Her persisting gentleness &amp; the world’s betrayal of it. https://t.co/2o1z8Hrht6",2022-06-24 04:03:08,285830,1,0,11748,0,10039,61655,0,https://twitter.com/taylorswift13/status/1540183720845533185,1540183720845533185,1540183720845533185
"Filled with rage and grief, and so broken by the murders in Uvalde. By Buffalo, Laguna Woods and so many others. By the ways in which we, as a nation, have become conditioned to unfathomable and unbearable heartbreak. Steve’s words ring so true and cut so deep. https://t.co/Rb5uwSTxty",2022-05-25 02:58:56,373124,0,1,2751,1,4441,51263,0,https://twitter.com/taylorswift13/status/1529295926057123841,1529295926057123841,1529295926057123841
PS I wrote this tweet all by myself in case you were wondering 😑,2022-01-24 20:40:59,729788,0,0,40336,0,11727,81788,0,https://twitter.com/taylorswift13/status/1485714267269738498,1485714267269738498,1485714265675812866
@DamonAlbarn I was such a big fan of yours until I saw this. I write ALL of my own songs. Your hot take is completely false and SO damaging. You don’t have to like my songs but it’s really fucked up to try and discredit my writing. WOW. https://t.co/t6GyXBU2Jd,2022-01-24 20:40:58,732288,0,1,57145,1,21913,111165,0,https://twitter.com/taylorswift13/status/1485714265675812866,1485714265675812866,1485714265675812866
"*don’t say it, don’t say it OKAY I’m saying it:* I’M FEELIN 32. And Alana is feeling 30. Don’t worry we tested everyone! Thank you so much for the birthday wishes, I love you all so much 🥰🥲🎂 https://t.co/X43eHWMlKJ",2021-12-13 21:31:35,620170,1,0,22758,0,30779,98830,0,https://twitter.com/taylorswift13/status/1470506710901084162,1470506710901084162,1470506710901084162
"NO PROBLEMS TODAY JUST CHAMPAGNE🥂 I wanted to share this video with you from when @aaron_dessner and I were doing our fittings for the video and there was a piano, so ofc this happened. SO stoked evermore has been honored like this. Congrats to all our fellow nominees #GRAMMYs https://t.co/e50IShhoe6",2021-11-23 22:45:00,411911,1,0,24012,0,13482,82247,0,https://twitter.com/taylorswift13/status/1463277431700262915,1463277431700262915,1463277431700262915
"THANK YOU to the team that made All Too Well (the 10 min): The ultimate craftsman of songs that sound epic @jackantonoff, bad ass @Sharp_Stick, @rowedizzle and @lizrose06! Love you all. ♥️",2021-11-22 22:20:14,171316,0,0,389,0,1207,13359,0,https://twitter.com/taylorswift13/status/1462908811107307533,1462908811107307533,1462908807034679303
I’m so proud of this song and the memories I have with you guys because of it. You truly chose this one and now you did THIS?! I’m floored. A ten minute song is at the top of the Hot 100.🤯,2021-11-22 22:20:14,233028,0,0,3430,0,2705,21625,0,https://twitter.com/taylorswift13/status/1462908809542787072,1462908809542787072,1462908807034679303
*FERAL SCREECH* https://t.co/YYhcecLUfm,2021-11-22 22:20:13,365092,0,1,3944,1,6963,42712,0,https://twitter.com/taylorswift13/status/1462908807034679303,1462908807034679303,1462908807034679303
"Carole, you and your music mean more to me than I could ever sum up in a speech or a performance. But I TRIED. #RockHall2021 tomorrow at 8pm ET    📷: @GettyImages https://t.co/XcllXMJAjt",2021-11-19 16:27:34,235053,1,0,1843,0,4935,24115,0,https://twitter.com/taylorswift13/status/1461732893852590087,1461732893852590087,1461732893852590087
One of the saddest songs I’ve ever written just got sadder 🙃Drove up to Long Pond Studios to record All Too Well (Sad Girl Autumn Version) with the besties @aaron_dessner @heyjonlow   https://t.co/UnbELgJGAi https://t.co/Z1XK2zQkwf,2021-11-18 01:05:53,350618,1,1,24650,0,9346,51990,0,https://twitter.com/taylorswift13/status/1461138558962610178,1461138558962610178,1461138558962610178
"So grateful for @Miles_Teller for being the greatest dance partner and friend to me. And @keleighteller, who is the coolest living human on planet earth. The bride was willing to risk it all 🥰🧣 https://t.co/PXHlKCo1iF",2021-11-17 22:11:24,262956,1,0,3894,0,5208,29738,0,https://twitter.com/taylorswift13/status/1461094648819167245,1461094648819167245,1461094648819167245
The first ever performance of All Too Well (10 min version) was at the AMC 13 theater in front of 400 fans. We recorded the acoustic performance so now we can all experience it together 🥲 It’s available here https://t.co/H55gVedcRh https://t.co/ntDSDI9tYV,2021-11-15 23:21:36,341325,1,1,4240,0,6230,43058,0,https://twitter.com/taylorswift13/status/1460387539060146177,1460387539060146177,1460387539060146177
The reddest video EVER is out now. Directed by @blakelively who SMASHED it just like I smashed this cake.  https://t.co/Gm4xT1vuNk https://t.co/G0T66YdzMz,2021-11-15 15:21:48,370393,1,1,10724,0,10138,73447,0,https://twitter.com/taylorswift13/status/1460266792023207945,1460266792023207945,1460266792023207945
"SURPRISE! NEW MUSIC VIDEO TOMORROW at 10am ET 🚨 I finally got to work with the brilliant, brave, &amp; wickedly funny @blakelively on her directorial debut. Join us as we raise a toast, and a little hell.   https://t.co/Gm4xT1vuNk https://t.co/2Qh7KEVUpD",2021-11-14 15:03:03,501333,1,1,80628,0,25406,95821,0,https://twitter.com/taylorswift13/status/1459899686945447936,1459899686945447936,1459899686945447936
Loving him was Redd. 😘 https://t.co/41iOOoB0qK,2021-11-14 01:43:48,282586,0,1,1163,1,3044,25922,0,https://twitter.com/taylorswift13/status/1459698548522508289,1459698548522508289,1459698548522508289
It’s the 13th and I get to play on @nbcsnl tonight with host Jonathan Majors 😆 https://t.co/YrJGQpZKfR,2021-11-14 01:43:47,182048,1,0,912,0,2413,18898,0,https://twitter.com/taylorswift13/status/1459698546098282497,1459698546098282497,1459698546098282497
🤯🤯🤯🤯 https://t.co/NeHganujLO,2021-11-13 21:53:52,607613,0,1,6199,1,15159,74338,0,https://twitter.com/taylorswift13/status/1459640685397745664,1459640685397745664,1459640685397745664
"I can’t begin to express my gratitude to Sadie and Dylan for giving us everything they had in order to tell this story. All Too Well The Short Film is out on YouTube, and showing all week at the AMC 13 theater in NYC. For you, from us. ♥️  https://t.co/YzOtPK5Hzd https://t.co/gniDuc8KlF",2021-11-13 01:25:01,667067,1,1,17803,0,10966,131177,0,https://twitter.com/taylorswift13/status/1459331432803880962,1459331432803880962,1459331432803880962
🥺🥺♥️♥️ https://t.co/rBfggzknSi,2021-11-13 00:41:51,507342,0,1,3372,1,10491,62336,0,https://twitter.com/taylorswift13/status/1459320569246228481,1459320569246228481,1459320569246228481
Any time now…. (20 minutes til the all too well short film premiere!!!!) #alltoowelltheshortfilm 🧣  https://t.co/YzOtPK5Hzd,2021-11-12 23:40:42,271336,0,1,13085,0,8945,47958,0,https://twitter.com/taylorswift13/status/1459305182790041600,1459305182790041600,1459305182790041600
I AM ALL TOO UNWELL 🥲 https://t.co/d9jArYsTSs,2021-11-12 06:13:46,495839,0,1,8181,1,14265,68156,0,https://twitter.com/taylorswift13/status/1459041713209630728,1459041713209630728,1459041713209630728
"It never would have been possible to go back &amp; remake my previous work, uncovering lost art &amp; forgotten gems along the way if you hadn’t emboldened me. Red is about to be mine again, but it has always been ours. Now we begin again. Red (my version) is out  https://t.co/ZUAWDuv4jL https://t.co/Ji26KdOlWQ",2021-11-12 05:02:36,820835,1,1,39565,0,31266,204754,0,https://twitter.com/taylorswift13/status/1459023801480474632,1459023801480474632,1459023801480474632
This is my last day of life before #RedTaylorsVersion. Midnight. Tonight. https://t.co/Mgzlx3Qg3z,2021-11-11 19:15:36,641837,1,0,36326,0,21857,134615,0,https://twitter.com/taylorswift13/status/1458876078525759491,1458876078525759491,1458876078525759491
"Shot on 35mm film with cinematography by the brilliant @the_rinayang. Plan your watch parties or grab your blanket and curl up into a ball. However you want to watch All Too Well The Short Film, it’ll be out tomorrow on YouTube at 7pm Eastern. 🥲   https://t.co/YzOtPK5Hzd https://t.co/SWAlziJ6bC",2021-11-11 13:38:34,495916,1,1,43913,0,12661,107462,0,https://twitter.com/taylorswift13/status/1458791263193477120,1458791263193477120,1458791263193477120
November 12. Remember it.   @SadieSink  @dylanobrien https://t.co/fTAd8dItX0,2021-11-05 12:50:50,591170,1,0,99504,0,23543,141409,0,https://twitter.com/taylorswift13/status/1456604921898360843,1456604921898360843,1456604921898360843
"can’t talk right now, I’m doin hot squirrel shit 🐿  #halloween2021  #HalloweenTaylorsVersion https://t.co/N6asoXfGlB",2021-11-01 00:00:48,489937,1,0,20320,0,16139,71512,0,https://twitter.com/taylorswift13/status/1454961583508033542,1454961583508033542,1454961583508033542
"Darling, let’s run ♥️♥️♥️♥️ https://t.co/adVpsOaAC7",2021-10-13 16:46:34,213571,0,1,10025,1,13388,22682,0,https://twitter.com/taylorswift13/status/1448329324365484032,1448329324365484032,1448329324365484032
Got some news that I think you’re gonna like - My version of Red will be out a week earlier than scheduled (including the 4 disc vinyl) on November 12th ! Can’t wait to celebrate the 13th with you and our new/old autumn heartbreak album🧣😍 🎥 🎥  https://t.co/FVp6xizaOG,2021-09-30 16:52:54,395119,0,1,47346,0,23183,71119,0,https://twitter.com/taylorswift13/status/1443619878062235650,1443619878062235650,1443619878062235650
"It’s true, I signed them all and it’s also true that I may never write the same again, as my hand is now frozen in the permanent shape of a claw. All for you 😘 https://t.co/mnSkHyNCy6",2021-09-20 20:14:21,244597,0,1,7794,1,12810,26849,0,https://twitter.com/taylorswift13/status/1440046696394682375,1440046696394682375,1440046696394682375
"Hi! Saw you guys got Wildest Dreams trending on tiktok, thought you should have my version 😘😘😘😘  https://t.co/dZSBbSCcxV https://t.co/MecFvUPNJb",2021-09-17 13:18:53,521087,1,1,65097,0,32696,115715,0,https://twitter.com/taylorswift13/status/1438854975485059077,1438854975485059077,1438854975485059077
@arloparks @MercuryPrize This is so well deserved. Your album is stunning ❤️❤️❤️❤️,2021-09-10 15:27:31,30260,0,0,1831,0,1985,3609,0,https://twitter.com/taylorswift13/status/1436350633943130116,1436350633943130116,1436292456350457857
"What a beautiful moment, CONGRATULATIONS ANITA!! 🥲🥲👏👏 https://t.co/oUTjh8lGND",2021-09-05 03:30:35,179008,0,1,3141,1,6416,13987,0,https://twitter.com/taylorswift13/status/1434358271004094466,1434358271004094466,1434358271004094466
"I’m blown away by @halsey’s artistry and commitment to taking risks. Giving us all a brave new era to dive into and explore together. If I can’t have love, I want power is out now- please stream and buy the album!! https://t.co/ZZXXLuh1D7",2021-08-29 17:18:01,242956,0,1,15441,1,9684,35082,0,https://twitter.com/taylorswift13/status/1432029787107774465,1432029787107774465,1432029787107774465
My buddy @aaron_dessner got us all together to make “how long do you think it’s gonna last?” and it would be very smile-inducing for us if you checked it out. 😘 @BRMadjv   https://t.co/HRJRqFAMPD https://t.co/kzjgJ2bts7,2021-08-27 17:09:08,141370,1,1,1588,0,4767,18112,0,https://twitter.com/taylorswift13/status/1431302774277480454,1431302774277480454,1431302774277480454
Red (my version) vinyl is up for presale on my site and oh I’m on tiktok now let the games begin 😺 #SwiftTok   https://t.co/qyzr8cv3KS,2021-08-23 15:26:06,193869,0,1,8767,0,12201,31344,0,https://twitter.com/taylorswift13/status/1429827296060391432,1429827296060391432,1429827296060391432
"We’ll also be making a bunch of new ones too, since Red (Taylor’s Version) includes so many songs you haven’t heard yet. Till then, I’ll be counting down and picturing it all in my head. In burning red.",2021-08-06 14:02:39,189710,0,0,5093,0,3127,23139,0,https://twitter.com/taylorswift13/status/1423645701075046401,1423645701075046401,1423645698868891648
"Congrats pals, you guessed the titles and ft. artists on Red (my version). The vault tracks will ft. @ChrisStapleton, @phoebe_bridgers, @mistersmims &amp; @edsheeran❗️I can’t wait to dust off our highest hopes &amp; relive these memories together. Pre-order now https://t.co/5VduTiOaKB https://t.co/3BjCzI7Wag",2021-08-06 14:02:39,349514,1,1,31662,0,11741,69748,0,https://twitter.com/taylorswift13/status/1423645698868891648,1423645698868891648,1423645698868891648
Your next clue will be in the spot where you hear red…,2021-08-05 16:23:23,363164,0,0,29199,0,25503,39259,0,https://twitter.com/taylorswift13/status/1423318726749802496,1423318726749802496,1423318726749802496
*presses post* *cackles maniacally*  Level: casually cruel in the name of being honest https://t.co/Tf0ahCMql8,2021-08-05 14:01:28,386160,1,0,70381,0,28257,70178,0,https://twitter.com/taylorswift13/status/1423283014604185607,1423283014604185607,1423283014604185607
"I cried watching YOU. I feel so lucky to have gotten to watch you all these years, but this week was a lesson in emotional intelligence and resilience. We all learned from you. Thank you. https://t.co/VQxyeEf0mJ",2021-08-03 22:54:20,424901,0,1,5996,1,8808,39510,0,https://twitter.com/taylorswift13/status/1422692337499660290,1422692337499660290,1422692337499660290
It’s august 🥰,2021-08-01 18:17:24,848969,0,0,34409,0,31916,184135,0,https://twitter.com/taylorswift13/status/1421897870559612929,1421897870559612929,1421897870559612929
"To say thank you for all you have done to make this album what it was, I wanted to give you the original version of The Lakes. Happy 1 year anniversary to Rebekah, Betty, Inez, James, Augustine and the stories we all created around them. Happy Anniversary, folklore. 🌿",2021-07-24 13:03:58,209016,0,0,6985,0,3668,30567,0,https://twitter.com/taylorswift13/status/1418919887251156999,1418919887251156999,1418919884994584576
It’s been 1 year since we escaped the real world together and imagined ourselves someplace simpler. With tall trees &amp; salt air. Where you can wear lace nightgowns that make you look like a Victorian ghost &amp; no one will side eye you cause no one is around https://t.co/4Gfmh9hXDs https://t.co/MmsujVaV83,2021-07-24 13:03:57,376803,1,1,18968,0,15654,73547,0,https://twitter.com/taylorswift13/status/1418919884994584576,1418919884994584576,1418919884994584576
You wouldn’t be the first renegade to need somebody 🌹   Collage by Graham Tolbert Photo by James Reynolds https://t.co/nVcvyiubyX,2021-07-02 19:05:20,183357,1,0,2172,0,6774,25690,0,https://twitter.com/taylorswift13/status/1411038296071827462,1411038296071827462,1411038296071827462
"When @Aaron_Dessner came into my life, I was ushered into his world of free-flowing creativity where you don’t overthink, you just make music. A song we wrote for his project @BRMadjv (which also features ⚡️Justin Vernon✨) is out! It’s called Renegade. https://t.co/qisY2CQ0bJ https://t.co/PzTMNyskDS",2021-07-02 04:11:34,180715,1,1,7283,0,9674,36750,0,https://twitter.com/taylorswift13/status/1410813373307105281,1410813373307105281,1410813373307105281
"Happy Father’s Day to all the dads but mostly mine, who called me yesterday to remind me he still has guitar picks from the Red Tour, ‘if they’re needed’.",2021-06-20 18:13:03,479579,0,0,7544,0,13370,45485,0,https://twitter.com/taylorswift13/status/1406676486459772928,1406676486459772928,1406676486459772928
"The next album that I’ll be releasing is my version of Red, which will be out on November 19. This will be the first time you hear all 30 songs that were meant to go on Red. And hey, one of them is even ten minutes long🧣 https://t.co/FOBLS5aHpS https://t.co/6zWa64Owgp",2021-06-18 17:52:56,718670,1,1,163733,0,48610,194944,0,https://twitter.com/taylorswift13/status/1405946647092371464,1405946647092371464,1405946647092371464
I LOVE YOU MOM https://t.co/hmLe8ZRTjm,2021-06-10 00:06:19,254530,0,1,4199,1,11643,27710,0,https://twitter.com/taylorswift13/status/1402779122540199944,1402779122540199944,1402779122540199944
"This one hit me hard. I’m so in my feelings (more so than usual!) over what you all did here for evermore. Blown away by how much you care, and how long we’ve been caring about each other. ♥️♥️♥️♥️ Love you, so very much. https://t.co/E920qQg9vc",2021-06-06 21:21:28,285090,0,1,11206,1,17189,33312,0,https://twitter.com/taylorswift13/status/1401650471060787203,1401650471060787203,1401650471060787203
@benstafford100 Ahhhh Ben thank you!! Hope you have a great day 🤗🤗🤗🤗,2021-06-03 19:20:51,12947,0,0,571,0,946,1065,0,https://twitter.com/taylorswift13/status/1400532952648454150,1400532952648454150,1400423350229417988
"@alltaywell1 You are so sweet to do this, thank you! And thanks for saying that, you guys give me so much to look forward too 😘😘😘😘",2021-06-03 16:26:20,21596,0,0,1302,0,1291,2218,0,https://twitter.com/taylorswift13/status/1400489036154916869,1400489036154916869,1400423350229417988
@caitiets13 You’re wonderful!! Thank you Caitie!! *sends virtual hug* 🤗,2021-06-03 16:23:59,14535,0,0,1576,0,832,1592,0,https://twitter.com/taylorswift13/status/1400488445202550784,1400488445202550784,1400423350229417988
"@_eyesopen13 Good luck, sending all the good vibes your way!!! 🤞",2021-06-03 16:21:19,13025,0,0,465,0,637,1573,0,https://twitter.com/taylorswift13/status/1400487773476425729,1400487773476425729,1400462950175887360
@swiftiegrandma All three!!! You’re amazing❣️❣️❣️❣️,2021-06-03 16:20:01,11143,0,0,458,0,469,1289,0,https://twitter.com/taylorswift13/status/1400487445813137422,1400487445813137422,1400426645698363398
@swiftieboston Thank you Bobby!!! Love the hoodie too ☺️,2021-06-03 16:19:04,12336,0,0,490,0,933,1420,0,https://twitter.com/taylorswift13/status/1400487206410727425,1400487206410727425,1400462950175887360
Put her on repeat for a good time but if you don’t want to have a good time there’s always champagne problems &amp; every other song on evermore so you can get deep in your deepest feelings. ♥️,2021-06-03 12:05:20,129719,0,0,2543,0,2238,12961,0,https://twitter.com/taylorswift13/status/1400423352699924483,1400423352699924483,1400423350229417988
"You guys went and did the nicest thing this week and broke the record for biggest vinyl sales week.. like ever? NOW WE DAHNCE. The willow (90’s trend remix) is a thank you from me, available today only on my site 🥰 https://t.co/zSHpnhUlLb https://t.co/susqoeHS4B",2021-06-03 12:05:19,246458,1,1,11932,0,11921,34432,0,https://twitter.com/taylorswift13/status/1400423350229417988,1400423350229417988,1400423350229417988
@kalob_3x89 FANTASTIC PICTURE!! Love seeing you smile like that! Happy Pride Month to you too! 🏳️‍🌈,2021-06-03 00:59:47,40580,0,0,4735,0,1516,5260,0,https://twitter.com/taylorswift13/status/1400255862627782659,1400255862627782659,1400228426951413769
@DanaBrigoli Yayyyy!!!! You’re so awesome! Thank you ❤️,2021-06-03 00:57:49,20959,0,0,595,0,1044,2261,0,https://twitter.com/taylorswift13/status/1400255365518958599,1400255365518958599,1400228426951413769
"@marjoriesmays @taylornation13 @ameliafrey_ You just put a smile on my face, thank you so much. Love this, marjorie ❣️",2021-06-03 00:50:11,22305,0,0,1208,0,963,2438,0,https://twitter.com/taylorswift13/status/1400253446033481729,1400253446033481729,1400228426951413769
@whereyouleftmir Love this!!! So glad you like that one! This photo is so precious and joyful 😘,2021-06-03 00:47:53,20045,0,0,740,0,862,2219,0,https://twitter.com/taylorswift13/status/1400252867420819461,1400252867420819461,1400228426951413769
"@mikdonalds__ Evermore doubles as a zoom backdrop, pass it on. This pic is so cute!!",2021-06-03 00:43:59,21128,0,0,538,0,683,2299,0,https://twitter.com/taylorswift13/status/1400251884661874695,1400251884661874695,1400228426951413769
@LoverLondonGirl That’s basically the evermore song storyline! Lonely witch comes inside from the cold and feels cozy! You nailed it,2021-06-03 00:40:43,25600,0,0,678,0,654,2947,0,https://twitter.com/taylorswift13/status/1400251063614193666,1400251063614193666,1400228426951413769
